id;name;energia, laskennallinen (kJ);hiilihydraatti imeytyvä (g);rasva (g);proteiini (g);alkoholi (g);kuitu, kokonais- (g);orgaaniset hapot (g);sokerialkoholi (g);tärkkelys (g);sokerit (g);fruktoosi (g);galaktoosi (g);glukoosi (g);laktoosi (g);maltoosi (g);sakkaroosi (g);polysakkaridi, vesiliukoinen ei-selluloosa (g);kuitu veteen liukenematon (g);rasvahapot yhteensä (g);rasvahapot monityydyttymättömät (g);rasvahapot yksittäistyydyttymättömät cis (g);rasvahapot tyydyttyneet (g);rasvahapot trans (g);rasvahapot n-3 monityydyttymättömät (g);rasvahapot n-6 monityydyttymättömät (g);rasvahappo 18:2 cis,cis n-6 (linolihappo) (mg);rasvahappo 18:3 n-3 (alfalinoleenihappo) (mg);rasvahappo 20:5 n-3 (EPA) (mg);rasvahappo 22:6 n-3 (DHA) (mg);kolesteroli (GC) (mg);sterolit (mg);kalsium (mg);rauta (mg);jodidi (jodi) (µg);kalium (mg);magnesium (mg);natrium (mg);suola (mg);fosfori (mg);seleeni (µg);sinkki (mg);tryptofaani (mg);folaatti, kokonais- (µg);niasiiniekvivalentti NE (mg);niasiini (nikotiinihappo + nikotiiniamidi) (mg);pyridoksiini vitameerit (vetykloridi) (B6) (mg);riboflaviini (B2) (mg);tiamiini (B1) (mg);B12-vitamiini (kobalamiini) (µg);C-vitamiini (mg);A-vitamiini RAE (µg);karotenoidit (µg);D-vitamiini (µg);E-vitamiini alfatokoferoli (mg);K-vitamiini (µg)
477;Meloni, verkkomeloni/cantaloupemeloni, kuorittu;95;4.1;0.2;0.6;0;0.9;N/A;0;0;4.1;2.2;N/A;1.8;0;0;0.1;0.3;0.7;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;35;46;0;0;0;1.8;20.0;0.3;4.0;210.0;11.0;8.0;20.4;13.0;0.4;0;2.0;5.0;0.6;0.6;0.06;0.02;0.04;0;26.0;3.7;105.0;0;<0.1;1.00
34254;Merilevä, kombu, kuivattu;787;20.1;1.3;7.1;0;34.5;N/A;0;0;20.1;N/A;N/A;N/A;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;900.0;12.7;429000.0;450.0;610.0;1830.0;4662.8;210.0;N/A;6.2;N/A;N/A;2.1;2.1;<0.01;0.26;0.07;0;13.0;28.2;340.0;0;N/A;N/A
34136;Merilevä, nori, kuivattu;1165;0;3.2;40.7;0;44.4;N/A;N/A;0;0;0;N/A;0;0;0;0;44.4;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;430.0;19.6;2100.0;2840.0;12.0;790.0;2012.9;350.0;N/A;6.4;N/A;N/A;5.5;5.5;0.07;1.34;0.24;0;14.0;1237.5;14910.0;0;N/A;N/A
34137;Merilevä, wakame, kuivattu;696;0;2.0;14.4;0;47.1;N/A;N/A;0;0;0;N/A;0;0;0;0;47.1;0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0;N/A;660.0;11.6;15200.0;220.0;470.0;3220.0;8204.6;310.0;1.0;1.7;N/A;N/A;5.5;5.5;<0.01;0.14;0.11;0;15.0;42.7;515.0;0;N/A;N/A
33151;Merisuola, jodioimaton;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.0;3.0;74.0;56.0;37.0;37600.0;95804.8;1.0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
753;Metsälintu;511;0;4.5;20.2;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;4.3;0.9;2.3;1.1;0;<0.1;0.8;816;53;0;7;69.9;14.0;40.0;7.5;8.0;390.0;36.0;88.5;225.5;290.0;13.0;1.5;280.0;6.0;11.2;6.5;0.56;0.90;0.42;0.4;0;32.1;0;0.7;0.7;60.00
7511;Metsälintu, grillattu/paistettu;852;<0.1;11.1;25.9;0;0;<0.1;0;0;<0.1;0;<0.1;<0.1;<0.1;0;0;0;0;10.7;2.6;5.5;2.5;<0.1;0.5;2.1;2113;475;0;9;91.6;43.4;53.1;9.6;30.1;498.8;46.3;432.1;1101.0;371.7;16.6;1.9;357.3;5.8;11.4;8.3;0.71;1.03;0.32;0.4;<0.1;55.9;5.7;1.2;1.8;82.21
936;Mieto viini, 4-5 til% alkoholia;256;8.3;<0.1;0.2;3.7;0;0.4;0;0;8.3;0.4;0;0.3;0;0;7.6;0;0;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;1;<1;0;0;0;1.4;10.8;0.3;1.4;40.7;4.1;2.2;5.6;4.1;0.1;<0.1;0.2;0;<0.1;<0.1;0.01;<0.01;<0.01;0;1.5;0;0;0;0;0
34902;Mifu, paistettava ruokarae, laktoositon;393;2.4;3.1;13.9;0;0;0.1;0;0;2.4;0;1.1;1.1;0;0;0.2;0;0;3.0;1.0;1.8;0.2;<0.1;0.3;0.7;664;327;0;0;3.9;20.9;333.4;<0.1;10.8;423.3;11.7;473.1;1205.5;68.3;2.0;0.3;128.5;3.0;0.6;<0.1;0.04;0.13;0.02;0.3;0.9;0.6;2.4;0;0.6;4.61
36;Mineraalisuola, keskiarvo;5;0;0;0.3;0;0;N/A;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.0;0.9;2500.0;17880.0;1100.0;21000.0;53508.0;100.0;1.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7013;Minestronekeitto;167;5.2;0.8;2.2;0;1.0;0.2;0;4.0;1.3;0.5;0;0.3;0;0;0.5;0.2;0.6;0.8;0.2;0.3;0.3;0;<0.1;0.1;134;21;<1;<1;2.8;9.1;8.5;0.4;9.5;159.0;9.6;387.6;987.7;38.4;2.0;0.2;26.8;15.4;1.4;1.1;0.08;0.04;0.07;<0.1;9.1;87.9;2165.0;<0.1;0.2;9.43
33386;Misokeitto, miso shiru, sisältää tofua;118;2.1;1.1;2.0;0;0.8;<0.1;0;1.4;0.7;0.5;0;0.1;0;<0.1;0.1;0.5;0.3;1.0;0.5;0.3;0.2;<0.1;<0.1;0.5;469;40;<1;<1;<0.1;16.8;53.2;0.9;85.5;57.0;11.1;415.4;1058.5;28.3;1.6;0.3;26.4;6.2;0.5;0.2;0.04;0.02;0.02;<0.1;1.4;6.8;253.8;<0.1;<0.1;6.81
34687;Moniviljapuuro, siemeniä, vesi, suolaa;197;6.6;1.3;1.6;0;1.4;0;0;6.4;0.2;<0.1;0;<0.1;0;<0.1;0.1;0.1;0.8;1.2;0.6;0.4;0.2;0;0.1;0.5;490;132;0;0;0;8.9;9.5;0.6;14.0;55.9;19.5;189.0;481.6;53.4;1.3;0.4;23.6;4.8;0.6;0.2;0.03;0.01;0.04;0;<0.1;<0.1;24.6;0;0.3;0.57
34962;Moussaka, jauheliha-munakoisovuoka, lampaanliha;393;7.6;4.8;4.3;0;1.3;0.4;0;4.3;3.2;0.9;<0.1;0.8;1.3;<0.1;0.1;0.4;0.9;4.3;0.7;1.8;1.7;<0.1;0.2;0.5;520;191;2;2;17.0;17.1;69.8;0.6;13.7;276.4;17.6;153.7;391.7;84.8;4.0;0.6;61.3;17.1;1.8;0.9;0.13;0.11;0.08;0.3;10.3;37.5;947.4;0.5;0.7;5.94
34960;Moussaka, jauheliha-munakoisovuoka, naudanliha;402;7.6;5.0;4.4;0;1.3;0.4;0;4.3;3.2;1.0;<0.1;0.8;1.3;<0.1;0.1;0.4;0.9;4.6;0.7;2.0;1.8;<0.1;0.2;0.5;520;187;0;2;17.0;17.1;69.8;0.6;13.7;278.2;17.6;153.6;391.4;84.7;4.3;0.9;60.5;17.0;1.7;0.9;0.15;0.10;0.07;0.3;10.3;38.3;950.2;0.5;0.7;5.94
34961;Moussaka, jauheliha-munakoisovuoka, naudanpaisti;378;7.6;4.2;4.6;0;1.3;0.4;0;4.3;3.2;1.0;<0.1;0.8;1.3;<0.1;0.1;0.4;0.9;3.9;0.7;1.7;1.4;<0.1;0.2;0.5;510;183;0;2;16.7;17.3;69.6;0.7;13.7;291.2;18.3;152.1;387.6;90.8;4.1;0.7;64.9;16.7;1.8;1.0;0.15;0.10;0.07;0.3;10.3;36.9;950.5;0.5;0.7;6.14
3327;Moussaka, jauheliha-munakoisovuoka, sika-nauta;415;7.6;5.4;4.3;0;1.3;0.4;0;4.3;3.2;0.9;<0.1;0.8;1.3;<0.1;0.1;0.4;0.9;5.0;0.8;2.2;1.9;<0.1;0.2;0.6;596;192;0;2;17.5;17.1;69.7;0.5;13.7;275.7;17.4;152.5;388.6;83.6;4.5;0.7;61.0;16.7;1.8;0.9;0.14;0.10;0.07;0.3;10.3;37.7;946.8;0.5;0.7;5.99
34452;Moussaka, kasvismoussaka, munakoiso, peruna;410;7.0;6.1;3.1;0;1.2;0.4;0;4.0;3.0;0.8;<0.1;0.6;1.5;<0.1;<0.1;0.3;0.9;5.7;1.5;2.6;1.6;<0.1;0.4;1.1;1047;392;0;0;5.6;34.9;88.1;0.4;17.3;304.0;16.8;221.2;563.6;91.1;3.6;0.5;45.9;16.0;1.7;1.1;0.11;0.14;0.08;0.2;5.7;35.0;964.8;0.5;1.1;8.66
34450;Moussaka, kasvismoussaka, soijarouhe;360;8.1;3.5;4.3;0;1.8;0.3;0;4.7;3.5;0.9;<0.1;0.8;1.3;<0.1;0.1;0.6;1.2;3.2;0.7;1.3;1.1;<0.1;0.2;0.5;518;178;0;2;12.3;16.8;76.1;0.8;13.2;333.6;25.8;146.4;373.1;94.3;2.9;0.5;62.1;23.3;1.4;0.6;0.13;0.10;0.08;0.2;10.2;36.1;933.7;0.4;0.6;5.70
809;Muikku, järvi;463;0;3.9;18.7;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;2.8;1.3;0.6;0.9;<0.1;1.0;0.3;102;135;288;300;74.0;0.3;192.0;0.8;25.9;330.0;25.0;17.5;44.5;290.0;22.0;4.0;250.0;14.7;8.2;4.0;0.22;0.07;0.07;2.0;0;94.7;0;9.4;1.6;0.80
811;Muikku, järvi, savustettu;576;0;4.8;23.5;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;3.5;1.6;0.7;1.1;<0.1;1.2;0.3;126;166;355;369;93.2;1.3;240.0;1.0;30.0;412.0;31.0;720.0;1834.6;363.0;22.0;5.0;307.5;18.1;10.1;4.9;0.61;0.09;0.09;2.5;0;9.8;0;13.0;1.6;0.98
810;Muikku, järvi, suolattu;505;0;4.0;21.0;0;0;0;0;0;0;0;N/A;0;0;0;0;0;0;2.8;1.3;0.6;0.8;<0.1;1.0;0.3;100;133;283;294;81.4;0.3;192.0;0.8;25.0;330.0;25.0;3382.6;8618.8;290.0;22.0;4.0;150.0;14.4;6.4;3.9;0.36;0.10;0.10;2.0;0;48.8;0;13.0;1.6;0.78
8008;Muikku, paistettu;768;3.8;9.8;19.7;0;0.9;<0.1;0;3.7;0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;0.1;0.7;8.4;2.9;3.3;2.0;<0.1;1.5;1.5;1278;572;294;306;78.0;33.2;199.6;1.0;42.9;365.8;32.0;278.6;709.8;317.0;22.7;4.2;261.9;12.2;7.2;4.1;0.24;0.07;0.06;1.7;<0.1;109.0;20.0;9.9;2.7;7.12
30278;Muikkusäilyke, tomaattikastikkeessa;723;1.6;11.4;16.2;0;<0.1;<0.1;0;<0.1;1.6;<0.1;0;<0.1;0;0;1.5;<0.1;<0.1;10.2;3.8;5.0;1.3;<0.1;1.6;2.2;2067;879;248;258;64.0;49.5;168.9;0.7;60.3;291.4;22.4;598.5;1525.1;252.8;18.9;3.4;215.5;12.8;7.1;3.5;0.19;0.06;0.06;1.7;0.5;81.6;351.4;8.1;3.1;11.42
32367;Muksu soijajuoma 1-3 v, leikki-ikäiselle;300;7.5;3.5;2.5;0;0;0;0;4.4;3.1;1.1;0;1.7;0;0.3;0;<0.1;<0.1;3.4;1.7;1.4;0.3;0;0.2;1.5;1476;198;0;0;0.2;21.0;105.0;1.3;11.0;61.0;9.0;38.0;96.8;71.0;3.0;0.6;23.4;11.0;0.6;0.2;<0.01;0.20;0.04;0.4;8.0;81.0;0;1.3;0.9;2.80
7058;Munakas, jauhelihamunakas, sika-nauta;865;0.7;16.6;13.9;0;0.2;<0.1;0;0;0.7;0.2;<0.1;0.4;<0.1;0;0.2;<0.1;<0.1;14.9;2.3;7.2;5.3;<0.1;0.4;1.8;1670;346;0;65;241.6;17.1;45.3;1.5;65.3;184.7;14.9;684.5;1744.2;179.3;27.1;2.1;208.3;37.1;4.9;1.7;0.23;0.28;0.12;1.6;0.7;162.9;439.2;1.6;1.9;4.98
8504;Munakas, juustomunakas;937;0.2;17.8;16.2;0;0;<0.1;0;0;0.2;0;<0.1;0.2;<0.1;0;0;0;0;15.8;2.2;6.2;6.9;0.3;0.4;1.7;1578;359;0;83;298.1;17.4;262.8;1.4;59.1;117.7;18.2;431.7;1100.1;290.7;30.0;2.0;254.9;49.8;3.9;<0.1;0.12;0.36;0.09;2.1;<0.1;254.5;575.7;2.0;2.2;6.58
33588;Munakas, kasvismunakas;519;1.1;9.2;9.0;0;0.7;<0.1;0;0.3;0.8;<0.1;<0.1;0.2;<0.1;0;0.5;0.1;0.6;7.9;1.8;3.9;2.2;<0.1;0.4;1.4;1297;294;0;70;236.8;21.5;43.2;1.3;42.7;123.1;12.5;308.1;785.2;150.8;21.8;1.0;145.8;52.5;2.5;0.4;0.12;0.27;0.09;1.4;8.5;267.6;2268.4;1.6;1.9;11.46
31509;Munakas, kinkku-juustomunakas;729;0.2;12.6;15.1;0;0;0.2;0;0;0.2;0;<0.1;0.2;<0.1;0;0;0;0;11.0;1.8;4.8;4.3;0.1;0.3;1.4;1289;272;3;66;230.5;13.1;166.8;1.3;41.6;170.8;17.4;573.2;1460.5;258.5;29.3;1.4;242.0;37.3;5.5;1.8;0.19;0.33;0.22;1.6;<0.1;170.6;421.8;1.5;1.7;6.87
7630;Munakas, kinkkumunakas;681;0.2;11.8;14.3;0;0;<0.1;0;0;0.2;0;<0.1;0.2;<0.1;0;0;0;0;10.1;2.1;4.9;3.0;<0.1;0.4;1.6;1501;311;3;80;268.5;15.7;44.0;1.5;46.2;191.1;16.0;593.5;1512.1;214.0;31.7;1.0;229.5;41.7;5.6;2.1;0.21;0.33;0.26;1.7;<0.1;178.8;493.6;1.8;2.0;5.10
7624;Munakas, makkaramunakas, lenkkimakkara;833;2.7;15.0;12.0;0;<0.1;<0.1;0;2.3;0.5;<0.1;<0.1;0.4;<0.1;<0.1;<0.1;<0.1;<0.1;13.3;2.4;6.3;4.4;<0.1;0.4;2.0;1833;339;1;76;263.0;15.8;47.6;1.4;54.1;151.8;14.1;587.1;1496.1;181.7;26.0;1.4;185.3;42.0;3.6;0.9;0.17;0.30;0.18;1.6;<0.1;180.0;494.8;1.8;2.0;4.48
35501;Munakas, pekoni-perunamunakas, saarioinen;573;4.9;9.1;8.7;0;0.2;0.2;0;4.0;0.9;0.3;<0.1;0.4;0;0;<0.1;0.1;0.3;7.9;1.0;3.4;3.5;<0.1;0.1;0.8;732;68;0;51;182.6;2.2;57.9;1.1;35.4;245.1;15.9;357.9;911.9;140.7;17.7;1.0;127.6;36.8;2.6;0.5;0.13;0.21;0.14;1.3;4.1;146.3;1064.1;1.1;1.0;3.61
35202;Munakas, perunamunakas;496;11.9;4.7;6.3;0;1.0;0.5;0;10.6;1.3;0.5;<0.1;0.6;<0.1;0;0.3;0.4;0.8;3.9;0.8;1.9;1.1;<0.1;0.2;0.7;603;126;0;40;137.5;10.2;32.4;1.2;40.6;440.0;24.1;412.6;1051.4;118.8;13.1;0.8;95.8;35.1;1.8;0.5;0.16;0.16;0.15;0.8;5.2;94.4;319.5;0.9;0.9;2.26
8505;Munakas, pinaattimunakas;517;0.3;9.5;9.2;0;0.4;<0.1;0;<0.1;0.3;<0.1;<0.1;0.2;<0.1;0;<0.1;0.1;0.3;8.1;1.8;3.9;2.3;<0.1;0.4;1.4;1268;322;0;73;248.0;17.8;72.2;1.6;63.7;251.0;29.6;668.4;1703.0;155.7;22.7;1.3;156.2;86.5;2.6;0.5;0.17;0.33;0.11;1.5;12.3;258.9;3132.6;1.7;2.2;96.20
8503;Munakas, ranskalainen, täytteetön;701;0.3;13.3;12.0;0;0;<0.1;0;0;0.3;0;<0.1;0.3;<0.1;0;0;0;0;11.4;2.5;5.6;3.2;<0.1;0.5;2.0;1806;403;0;101;343.9;21.4;56.8;1.6;61.5;124.5;12.7;444.6;1132.8;201.0;31.4;1.3;199.5;55.4;2.9;<0.1;0.13;0.36;0.11;2.0;<0.1;242.6;672.2;2.3;2.6;5.50
7623;Munakas, talonpoikaismunakas, peruna, lenkkimakkara, sipuli;661;6.1;10.4;8.9;0;0.5;0.2;0;5.0;1.0;0.2;<0.1;0.6;<0.1;<0.1;0.2;0.2;0.3;9.2;1.7;4.4;3.0;<0.1;0.3;1.4;1276;240;<1;52;181.5;13.2;37.9;1.2;37.6;246.4;16.6;405.1;1032.3;140.3;18.1;1.1;134.0;35.4;2.7;0.8;0.16;0.21;0.18;1.1;3.0;124.2;359.3;1.2;1.4;3.41
33390;Munakas, tamago, japanilainen munakas;806;12.2;11.7;9.7;0;0;0;0;<0.1;12.1;<0.1;0;0.2;0;0;11.9;0;0;10.2;2.7;5.4;2.1;<0.1;0.6;2.0;1923;522;6;85;263.4;30.5;48.0;1.3;32.3;106.0;11.3;422.7;1076.9;162.4;24.8;1.1;160.1;42.5;2.4;0.2;0.10;0.27;0.08;1.7;0;173.0;510.9;1.9;2.5;7.17
32604;Munakasrulla, kasvis-sienitäyte;533;10.8;6.4;5.8;0;1.3;0.4;0;7.0;3.8;0.3;<0.1;0.3;2.5;<0.1;0.7;0.3;1.0;5.9;0.6;2.0;3.2;<0.1;0.1;0.5;463;109;0;13;56.9;21.0;158.4;0.5;19.7;275.0;17.4;202.2;515.3;163.7;8.9;0.9;84.8;23.6;2.4;1.1;0.11;0.24;0.07;0.6;3.0;131.1;1151.1;0.8;0.6;3.91
8515;Munakasrulla, kinkkutäyte;822;7.2;15.6;6.4;0;0.8;0.4;0;3.7;3.5;0.4;<0.1;0.5;2.2;<0.1;0.5;0.2;0.3;14.8;2.0;5.4;7.2;0.2;0.5;1.4;1397;458;1;15;74.5;30.6;94.7;0.6;14.2;213.0;15.7;210.7;537.0;119.2;9.7;0.7;96.1;17.5;2.4;0.9;0.12;0.20;0.10;0.6;5.0;132.6;457.3;1.0;1.4;10.69
8514;Munakasrulla, lohitäyte;985;8.8;18.6;8.2;0;0.4;0.4;0;5.8;3.0;<0.1;<0.1;<0.1;2.8;<0.1;<0.1;<0.1;0.2;17.5;2.9;6.3;8.0;0.2;0.9;1.7;1656;572;73;231;77.1;35.9;112.9;0.4;19.4;196.0;16.7;290.9;741.2;144.4;11.1;0.7;109.8;14.4;2.7;1.1;0.12;0.20;0.06;1.1;1.4;146.4;382.2;1.6;1.8;10.85
1247;Munakastike, kevytmaito, rasva-jauhosuurus;521;7.9;7.9;5.3;0;0.2;0.2;0;3.7;4.2;<0.1;<0.1;<0.1;4.1;<0.1;<0.1;<0.1;0.1;7.4;1.7;3.3;2.3;<0.1;0.4;1.2;1209;395;0;18;68.7;26.2;113.6;0.4;28.9;157.9;13.2;211.7;539.3;119.0;8.4;0.6;79.8;14.1;1.3;0.1;0.07;0.22;0.05;0.7;0.9;70.6;131.9;1.5;1.2;5.73
7628;Muna-kinkkuvuoka;443;3.5;6.0;9.6;0;<0.1;0.1;0;0.7;2.8;<0.1;<0.1;<0.1;2.6;<0.1;<0.1;<0.1;<0.1;5.2;0.8;2.3;2.0;<0.1;0.1;0.7;598;92;2;38;131.8;4.0;87.5;0.8;40.4;194.2;15.3;523.0;1332.7;164.6;18.2;0.7;150.2;22.1;3.9;1.5;0.15;0.27;0.18;1.0;0.6;87.6;234.4;1.4;0.8;1.96
362;Munakoiso;94;3.1;0.2;0.5;0;2.5;0.4;0;0.2;2.9;1.3;N/A;1.3;0;0;0.3;0.6;1.9;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;24;36;0;0;0;7.8;7.0;0.3;0;217.0;14.0;2.0;5.1;22.0;0.4;0;15.1;18.0;0.9;0.9;0.10;0.03;0.04;0;5.0;0.3;28.9;0;<0.1;6.00
3034;Munakoiso, paistettu;777;2.5;19.1;0.4;0;2.0;0.3;0;0.2;2.3;1.0;0;1.0;0;0;0.2;0.5;1.5;18.5;6.6;10.6;1.3;0;1.8;4.7;4714;1838;0;0;0.8;122.8;9.0;0.2;5.0;177.4;11.7;79.0;201.3;21.9;0.3;<0.1;12.1;10.1;0.6;0.7;0.08;0.02;0.02;0;2.4;0.2;23.4;0;4.2;30.03
3801;Munakoiso, täytetty, sieni, paprika, tomaatti;151;3.1;1.2;1.8;0;2.5;0.3;0;0.2;2.9;1.3;<0.1;1.3;0;0;0.3;0.6;2.0;1.0;0.2;0.3;0.4;<0.1;<0.1;0.2;170;66;0;0;1.6;26.1;29.8;0.6;8.6;310.6;16.6;121.4;309.4;61.1;4.0;0.3;29.9;24.4;2.5;2.4;0.20;0.15;0.05;<0.1;21.1;29.9;1157.0;<0.1;0.5;8.82
29028;Munakoisonyytti, juusto- ja tomaattitäyte;367;3.7;5.6;4.5;0;1.8;0.4;0;0.1;3.5;1.3;<0.1;1.1;0.9;0;0.2;0.4;1.1;5.3;1.2;2.3;1.7;<0.1;0.3;0.9;860;337;0;0;7.0;26.5;22.0;0.3;10.5;212.7;12.6;216.4;551.5;50.3;3.5;<0.1;31.0;10.9;1.0;0.7;0.10;0.08;0.04;0.1;5.0;70.0;1332.7;<0.1;1.0;10.98
8506;Munakokkeli, kevytmaito;706;2.4;13.2;10.3;0;0;<0.1;0;0;2.4;0;<0.1;0.2;2.2;0;0;0;0;11.6;2.6;5.6;3.3;<0.1;0.6;2.0;1872;497;0;76;262.3;28.1;96.0;1.2;51.4;160.8;14.5;341.9;871.2;191.5;24.8;1.2;169.6;43.5;2.6;0.1;0.12;0.35;0.10;1.7;0.5;197.9;511.4;2.3;2.4;6.95
31796;Muna-riisipasteija, voitaikina;1372;22.4;24.0;5.5;0;1.0;<0.1;0;22.0;0.5;<0.1;<0.1;<0.1;0.1;0.2;<0.1;0.2;0.8;23.3;1.9;7.9;11.9;1.2;0.4;1.6;1518;362;0;18;85.5;52.7;77.2;0.6;10.2;75.6;12.3;315.4;803.5;117.1;8.9;0.5;71.9;15.1;1.4;0.3;0.05;0.08;0.04;0.4;0.7;135.1;261.0;0.7;1.5;9.52
953;Munatoti;351;4.5;2.6;4.2;3.7;0;0.1;0;0;4.5;0;0;<0.1;3.4;0;1.0;0;0;2.2;0.2;0.8;1.1;<0.1;<0.1;0.2;170;14;0;17;62.8;0;95.3;0.3;16.8;128.6;10.0;47.2;120.4;98.5;7.3;0.5;65.7;12.5;1.2;<0.1;0.06;0.19;0.04;0.7;0.8;51.8;119.8;1.1;0.3;0.37
1101;Munavelli, maito, sokeria, suolaa;300;7.9;2.4;4.4;0;<0.1;0.2;0;1.4;6.5;<0.1;0;<0.1;4.5;<0.1;1.9;<0.1;<0.1;2.2;0.2;0.7;1.2;<0.1;<0.1;0.1;132;13;0;11;43.5;0.9;120.8;0.2;33.1;158.7;12.5;288.4;734.9;109.7;6.2;0.6;66.3;10.3;1.1;0.1;0.06;0.21;0.05;0.6;1.0;36.9;81.5;1.2;0.2;0.42
8509;Munavoi;1300;0.4;31.2;8.2;0;0;<0.1;0;0;0.4;0;<0.1;0.2;0.1;0;0;0;0;29.2;5.8;11.1;10.9;0.3;1.5;4.2;4052;1404;0;69;255.6;59.4;41.7;1.1;56.5;86.7;9.5;601.3;1532.0;139.3;21.3;0.9;136.1;37.9;1.9;<0.1;0.09;0.25;0.07;1.4;<0.1;392.0;505.8;7.4;4.4;13.94
32357;Munkinpaistorasva 100 %, sunnuntai;3700;0;100.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99.7;7.9;31.6;59.9;0.3;0.4;7.4;N/A;N/A;0;0;1.7;109.5;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.2;11.17
32517;Munkki, berliininmunkki, fazer;1396;53.6;11.0;3.9;0;1.3;<0.1;0;22.1;31.0;0.9;0;1.0;0;0.4;28.8;0.4;0.9;10.5;2.7;5.2;2.5;<0.1;0.7;2.0;1961;710;0;2;5.8;65.3;9.0;0.4;17.6;136.6;10.9;202.8;516.8;43.2;3.7;0.3;43.9;19.3;1.2;0.4;0.04;0.04;0.03;<0.1;0.2;4.2;19.5;<0.1;1.6;10.89
34976;Munkki, hilloa, leipomo;1212;44.5;9.6;5.0;0;1.6;0.2;0;25.6;18.9;0.3;0;0.3;0;0.3;18.0;0.4;1.2;5.8;1.0;2.3;2.6;0;0.2;0.8;816;178;0;0;15.6;32.2;14.5;0.5;16.1;97.4;13.4;164.1;418.1;61.5;5.0;0.4;57.3;24.6;1.4;0.6;0.05;0.07;0.03;<0.1;2.4;10.3;35.9;<0.1;0.8;2.92
31485;Munkki, hilloa ja sokerivesikuorrute, leipomo;1252;50.2;8.4;4.3;0;1.3;0.1;0;22.4;27.8;0.2;0;0.2;0;0.3;27.1;0.4;1.0;5.1;0.9;2.0;2.2;0;0.2;0.7;713;155;0;0;13.6;28.1;12.4;0.4;14.7;82.5;11.5;143.6;365.9;53.3;4.5;0.4;50.1;21.5;1.2;0.5;0.04;0.06;0.03;<0.1;1.8;9.0;30.8;<0.1;0.7;2.49
1139;Munkki, kevytmaito, kotitekoinen;1310;47.3;9.9;7.4;0;1.9;<0.1;0;35.5;11.7;<0.1;0;<0.1;1.4;0.4;9.8;0.5;1.4;9.3;0.9;1.8;6.3;<0.1;0.1;0.8;741;109;0;4;19.8;34.4;47.4;0.6;18.1;142.8;18.8;158.4;403.7;100.8;6.9;0.7;86.6;34.6;2.0;0.8;0.08;0.14;0.05;0.2;0.3;58.1;41.9;0.6;0.6;3.26
29233;Munkki, paistettu rypsiöljyssä;1301;46.0;10.1;7.5;0;1.9;<0.1;0;36.4;9.7;<0.1;0;<0.1;1.4;0.5;7.7;0.5;1.5;9.4;2.1;3.9;3.2;<0.1;0.5;1.5;1528;518;0;4;20.5;57.9;48.5;0.6;18.4;146.1;19.3;162.2;413.2;103.1;7.0;0.7;88.7;35.4;2.0;0.8;0.08;0.14;0.05;0.2;0.3;59.4;42.9;0.6;1.3;8.68
32926;Munkki, rasvaton maito, kotitekoinen;1296;47.3;9.5;7.4;0;1.9;<0.1;0;35.5;11.8;<0.1;0;<0.1;1.4;0.4;9.8;0.5;1.4;8.9;0.9;1.7;6.0;<0.1;0.1;0.7;736;107;0;4;18.3;34.4;47.7;0.6;18.1;145.7;19.1;159.3;405.9;100.8;6.9;0.7;87.1;34.6;2.0;0.8;0.08;0.14;0.05;0.2;0.3;54.6;40.3;0.6;0.6;3.21
11095;Munkki, vesi, leipomo;1279;42.2;12.0;6.1;0;1.7;0;0;31.9;10.3;<0.1;0;<0.1;0;0.4;9.8;0.4;1.3;7.3;1.2;2.8;3.2;0;0.2;1.0;1012;215;0;0;19.5;39.0;13.7;0.6;19.4;91.8;14.4;204.8;521.9;71.1;6.2;0.5;70.8;30.0;1.6;0.7;0.06;0.08;0.04;0.1;0;12.8;39.5;0.1;1.0;2.96
